outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,PhotoPeriod,duration_hours,estimate,conf.low,conf.high
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,05,NoDST,NA,NA,NA,19.17167313847952,4.573880417738897,33.76946585922014
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,06,DST,NA,NA,NA,15.442963123876185,3.293234023865656,27.592692223886708
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,06,NoDST,NA,NA,NA,12.255958116032392,-2.4380747407192995,26.94999097278409
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,07,DST,NA,NA,NA,20.38438613470538,9.24469058474569,31.52408168466507
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,07,NoDST,NA,NA,NA,17.19738112686159,3.37295219617487,31.021810057548308
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,08,DST,NA,NA,NA,16.845523935072745,5.795463584956201,27.895584285189287
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,08,NoDST,NA,NA,NA,13.658518927228954,-0.10780150755919672,27.424839362017103
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,09,DST,NA,NA,NA,20.557969142404083,9.348885594641844,31.767052690166324
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,09,NoDST,NA,NA,NA,17.370964134560293,4.226336006875945,30.51559226224464
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,10,DST,NA,NA,NA,19.826122294499054,9.192500743103706,30.4597438458944
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,10,NoDST,NA,NA,NA,16.639117286655264,3.031839841270891,30.246394732039636
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,11,DST,NA,NA,NA,22.306167751728328,10.698756328325072,33.91357917513159
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,11,NoDST,NA,NA,NA,19.119162743884537,4.923706562536546,33.31461892523253
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,12,DST,NA,NA,NA,18.067999490422338,6.053084805497599,30.08291417534708
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,12,NoDST,NA,NA,NA,14.880994482578547,0.9833946803924823,28.778594284764612
