outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,PhotoPeriod,duration_hours,estimate,conf.low,conf.high
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,37,NA,NA,-2.88046487484264,-106.97050363081348,101.20957388112818
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,38,NA,NA,-3.5803088195779296,-110.18820535163673,103.02758771248084
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,39,NA,NA,-4.280152764313302,-113.40609215172,104.8457866230934
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,40,NA,NA,-4.979996709048632,-116.62415003671364,106.66415661861636
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,41,NA,NA,-5.679840653783963,-119.84236761413392,108.482686306566
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,42,NA,NA,-6.379684598519307,-123.06073741312284,110.30136821608424
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,43,NA,NA,-7.079528543254666,-126.27924740992296,112.12019032341364
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,44,NA,NA,-7.779372487989955,-129.49789001317396,113.93914503719404
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,45,NA,NA,-8.479216432725343,-132.71665882646522,115.75822596101452
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,46,NA,NA,-9.179060377460646,-135.93553985453624,117.57741909961494
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,47,NA,NA,-9.87890432219599,-139.15453012523736,119.3967214808454
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,48,NA,NA,-10.578748266931337,-142.3736287685104,121.21613223464772
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,49,NA,NA,-11.27859221166665,-145.5928221296644,123.0356377063311
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,50,NA,NA,-11.97843615640201,-148.81210855322772,124.8552362404237
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,51,NA,NA,-12.678280101137382,-152.0314848493929,126.67492464711816
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,52,NA,NA,-13.3781240458727,-155.25094118545124,128.49469309370582
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,53,NA,NA,-14.077967990608055,-158.47047308784676,130.31453710663067
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,54,NA,NA,-14.777811935343374,-161.69007749964055,132.1344536289538
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,55,NA,NA,-15.477655880078691,-164.90976118141828,133.9544494212609
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,56,NA,NA,-16.17749982481405,-168.12951196047788,135.7745123108498
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,57,NA,NA,-16.87734376954939,-171.3493251407386,137.59463760163982
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,58,NA,NA,-17.577187714284754,-174.56919133169532,139.41481590312583
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,59,NA,NA,-18.27703165902008,-177.78912047975604,141.23505716171587
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,60,NA,NA,-18.976875603755417,-181.00910114399628,143.05534993648544
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,61,NA,NA,-19.67671954849076,-184.2291361242148,144.87569702723331
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,62,NA,NA,-20.376563493226115,-187.4492245556208,146.69609756916856
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,63,NA,NA,-21.07640743796145,-190.669358727807,148.5165438518841
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,64,NA,NA,-21.776251382696763,-193.8895413700201,150.3370386046266
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,65,NA,NA,-22.476095327432084,-197.10976344199244,152.15757278712826
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,66,NA,NA,-23.17593927216747,-200.33003176526148,153.97815322092652
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,67,NA,NA,-23.87578321690279,-203.5503390708431,155.79877263703756
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,68,NA,NA,-24.575627161638117,-206.77068046835907,157.61942614508283
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,69,NA,NA,-25.27547110637346,-209.9910649096505,159.4401226969036
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,70,NA,NA,-25.975315051108808,-213.2114796077584,161.26084950554082
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,71,NA,NA,-26.675158995844193,-216.4319297786068,163.08161178691844
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,72,NA,NA,-27.375002940579456,-219.65241566082645,164.90240977966752
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,73,NA,NA,-28.07484688531484,-222.87292939159687,166.72323562096716
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,74,NA,NA,-28.77469083005015,-226.0934767975497,168.54409513744935
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,75,NA,NA,-29.47453477478552,-229.31405245728587,170.36498290771482
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,76,NA,NA,-30.17437871952086,-232.53465792413309,172.18590048509137
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,77,NA,NA,-30.874222664256173,-235.75528327077959,174.00683794226725
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,78,NA,NA,-31.574066608991536,-238.97593683541191,175.82780361742886
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,79,NA,NA,-32.27391055372692,-242.19662070447012,177.64879959701628
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,80,NA,NA,-32.97375449846217,-245.417329422878,179.46982042595366
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,81,NA,NA,-33.6735984431976,-248.6380516467464,181.29085476035124
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,82,NA,NA,-34.37344238793287,-251.858804442822,183.11191966695625
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,83,NA,NA,-35.07328633266823,-255.0795820446949,184.9330093793584
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,84,NA,NA,-35.77313027740359,-258.30038027734145,186.75411972253423
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,85,NA,NA,-36.4729742221389,-261.5211898390942,188.57524139481637
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,18,NA,NA,10.185355919034434,-46.54476398509549,66.91547582316436
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,19,NA,NA,9.463667764638616,-49.79383104971603,68.72116657899326
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,20,NA,NA,8.741979610242808,-53.04368165789479,70.5276408783804
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,21,NA,NA,8.020291455846984,-56.29451557961336,72.33509849130733
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,22,NA,NA,7.298603301451184,-59.546210823620584,74.14341742652294
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,23,NA,NA,6.576915147055358,-62.798689107448894,75.95251940155961
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,24,NA,NA,5.855226992659566,-66.05201704568738,77.76247103100651
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,25,NA,NA,5.13353883826376,-69.30580344701755,79.57288112354507
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,26,NA,NA,4.411850683867948,-72.56030832495743,81.38400969269334
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,27,NA,NA,3.6901625294721216,-75.81516209073416,83.1954871496784
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,28,NA,NA,2.9684743750763234,-79.07063429049276,85.00758304064541
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,29,NA,NA,2.2467862206804963,-82.32636668288615,86.81993912424713
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,30,NA,NA,1.525098066284706,-85.5824860614327,88.63268219400213
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,31,NA,NA,0.8034099118889001,-88.83895290202639,90.4457727258042
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,32,NA,NA,0.08172175749306687,-92.09589124715151,92.25933476213766
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,33,NA,NA,-0.639966396902746,-95.35297398233573,94.07304118853024
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,34,NA,NA,-1.3616545512985518,-98.61047818361082,95.88716908101372
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,35,NA,NA,-2.0833427056943643,-101.8682328531252,97.70154744173648
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,36,NA,NA,-2.805030860090183,-105.1260706012082,99.51600888102784
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,37,NA,NA,-3.5267190144860097,-108.38412467054115,101.33068664156914
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,38,NA,NA,-4.248407168881781,-111.64252899462332,103.14571465685977
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,39,NA,NA,-4.970095323277621,-114.90096711384852,104.96077646729329
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,40,NA,NA,-5.691783477673433,-118.15958211742569,106.7760151620788
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,41,NA,NA,-6.413471632069232,-121.41850553334116,108.59156226920268
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,42,NA,NA,-7.135159786465044,-124.67743496876172,110.40711539583164
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,43,NA,NA,-7.85684794086087,-127.93650898734992,112.22281310562818
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,44,NA,NA,-8.578536095256656,-131.19585669758536,114.03878450707204
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,45,NA,NA,-9.300224249652496,-134.45533434123766,115.85488584193266
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,46,NA,NA,-10.021912404048267,-137.714779519976,117.67095471187945
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,47,NA,NA,-10.743600558444108,-140.9743415134872,119.48714039659896
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,48,NA,NA,-11.465288712839934,-144.23414659169694,121.30356916601708
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,49,NA,NA,-12.186976867235703,-147.49376543474523,123.11981170027384
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,50,NA,NA,-12.908665021631531,-150.75376229265612,124.93643224939306
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,51,NA,NA,-13.630353176027356,-154.01385671918092,126.75315036712622
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,52,NA,NA,-14.352041330423155,-157.273739015008,128.56965635416168
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,53,NA,NA,-15.073729484819006,-160.5342712134142,130.38681224377618
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,54,NA,NA,-15.795417639214792,-163.7943075655239,132.20347228709429
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,55,NA,NA,-16.51710579361059,-167.05470494762608,134.02049336040488
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,56,NA,NA,-17.238793948006432,-170.31517070659123,135.8375828105784
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,57,NA,NA,-17.960482102402217,-173.57541612538705,137.65445192058263
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,58,NA,NA,-18.682170256798045,-176.8357188533313,139.47137833973522
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,59,NA,NA,-19.40385841119386,-180.0963628986893,141.2886460763016
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,60,NA,NA,-20.125546565589698,-183.357067456037,143.10597432485758
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,61,NA,NA,-20.84723471998548,-186.6178192920352,144.92334985206423
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,62,NA,NA,-21.568922874381308,-189.87834526093303,146.7404995121704
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,63,NA,NA,-22.29061102877712,-193.1391974659923,148.5579754084381
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,64,NA,NA,-23.012299183172907,-196.4000992885203,150.3755009221745
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,65,NA,NA,-23.733987337568703,-199.66076041577224,152.1927857406348
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,66,NA,NA,-24.455675491964527,-202.92174867804937,154.0103976941203
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,67,NA,NA,-25.177363646360327,-206.1827779115865,155.82805061886583
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,68,NA,NA,-25.899051800756155,-209.4435618006276,157.6454581991153
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,69,NA,NA,-26.620739955151983,-212.70494184593517,159.46346193563122
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,70,NA,NA,-27.34242810954779,-215.9658030935143,161.2809468744187
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,71,NA,NA,-28.064116263943617,-219.22697850870844,163.0987459808212
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,72,NA,NA,-28.785804418339374,-222.48790313037432,164.91629429369556
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,73,NA,NA,-29.507492572735245,-225.749138490706,166.73415334523554
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,74,NA,NA,-30.229180727131045,-229.01040887889104,168.55204742462894
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,75,NA,NA,-30.950868881526866,-232.2714310366325,170.36969327357872
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,76,NA,NA,-31.67255703592265,-235.53275405205935,172.18763998021404
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,77,NA,NA,-32.39424519031849,-238.7941101401493,174.00561975951229
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,78,NA,NA,-33.11593334471432,-242.05549181107256,175.82362512164394
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,79,NA,NA,-33.83762149911015,-245.31689775069097,177.64165475247063
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,80,NA,NA,-34.55930965350588,-248.57804676767023,179.4594274606585
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,81,NA,NA,-35.28099780790177,-251.83950077110865,181.27750515530508
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,82,NA,NA,-36.00268596229753,-255.10097332431087,183.0956013997158
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,83,NA,NA,-36.724374116693355,-258.36247176802436,184.91372353463763
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,84,NA,NA,-37.44606227108918,-261.62371113622953,186.73158659405115
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,85,NA,NA,-38.167750425484975,-264.8852514812294,188.54975063025944
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,18,NA,NA,62.45513831626637,5.583197710375124,119.3270789221576
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,19,NA,NA,64.00065872080374,4.595635436546161,123.40568200506132
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,20,NA,NA,65.54617912534111,3.6069655816434647,127.48539266903876
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,21,NA,NA,67.09169952987848,2.617316182450409,131.56608287730654
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,22,NA,NA,68.63721993441585,1.6267956483397228,135.647644220492
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,23,NA,NA,70.18274033895322,0.6355008014541994,139.72997987645226
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,24,NA,NA,71.72826074349061,-0.3564830171931277,143.81300450417433
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,25,NA,NA,73.27378114802798,-1.3490911670191252,147.8966534630751
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,26,NA,NA,74.81930155256535,-2.3422566880161355,151.98085979314683
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,27,NA,NA,76.36482195710273,-3.335930848305452,156.06557476251092
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,28,NA,NA,77.9103423616401,-4.33006212132193,160.15074684460214
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,29,NA,NA,79.455862766177475,-5.324615090804556,164.2363406231595
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,30,NA,NA,81.00138317071485,-6.319547134201585,168.3223134756313
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,31,NA,NA,82.54690357525222,-7.314830220165831,172.40863737067025
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,32,NA,NA,84.09242397978959,-8.310434828395785,176.49528278797496
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,33,NA,NA,85.63794438432696,-9.306331674776487,180.5822204434304
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,34,NA,NA,87.18346478886433,-10.302502162812187,184.6694317405409
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,35,NA,NA,88.72898519340171,-11.298922148745476,188.7568925355489
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,36,NA,NA,90.27450559793908,-12.295577138355084,192.8445883342332
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,37,NA,NA,91.82002600247644,-13.292444644150509,196.93249664910337
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,38,NA,NA,93.36554640701382,-14.28951430347982,201.02060711750747
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,39,NA,NA,94.91106681155118,-15.286771822725967,205.10890544582833
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,40,NA,NA,96.45658721608856,-16.284199461068567,209.19737389324567
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,41,NA,NA,98.00210762062594,-17.281789391923155,213.28600463317505
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,42,NA,NA,99.5476280251633,-18.27953446792785,217.37479051825449
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,43,NA,NA,101.09314842970068,-19.277419337637127,221.46371619703848
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,44,NA,NA,102.63866883423805,-20.27543947822632,225.5527771467024
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,45,NA,NA,104.18418923877545,-21.273581984246093,229.64196046179697
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,46,NA,NA,105.7297096433128,-22.271845608194223,233.73126489481984
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,47,NA,NA,107.27523004785016,-23.27021938608844,237.82067948178877
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,48,NA,NA,108.82075045238751,-24.268696312085524,241.91019721686055
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,49,NA,NA,110.3662708569249,-25.267273389445677,245.99981510329548
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,50,NA,NA,111.91179126146228,-26.265941627829577,250.08952415075413
offset,ClockTime,base,REML,offset_poly_interact_04_REML.rds,primary,age_main,NA,NA,NA,NA,NA,51,NA,NA,113.45731166599964,-27.264700201242107,254.1793235332414
