batch,age_at_sleep,is_weekend_factor,dst_observes,series,estimate,facet_key
dst,40,NA,NA,Direct Duration Model,-32.69478410637821,All | AllDays | AllDST
dst,41,NA,NA,Direct Duration Model,-33.733611773718366,All | AllDays | AllDST
dst,42,NA,NA,Direct Duration Model,-34.77243944105857,All | AllDays | AllDST
dst,43,NA,NA,Direct Duration Model,-35.81126710839877,All | AllDays | AllDST
dst,44,NA,NA,Direct Duration Model,-36.85009477573893,All | AllDays | AllDST
dst,45,NA,NA,Direct Duration Model,-37.888922443079146,All | AllDays | AllDST
dst,46,NA,NA,Direct Duration Model,-38.92775011041933,All | AllDays | AllDST
dst,47,NA,NA,Direct Duration Model,-39.966577777759525,All | AllDays | AllDST
dst,48,NA,NA,Direct Duration Model,-41.00540544509974,All | AllDays | AllDST
dst,49,NA,NA,Direct Duration Model,-42.04423311243989,All | AllDays | AllDST
dst,50,NA,NA,Direct Duration Model,-43.08306077978011,All | AllDays | AllDST
dst,51,NA,NA,Direct Duration Model,-44.12188844712029,All | AllDays | AllDST
dst,52,NA,NA,Direct Duration Model,-45.16071611446049,All | AllDays | AllDST
dst,53,NA,NA,Direct Duration Model,-46.19954378180071,All | AllDays | AllDST
dst,54,NA,NA,Direct Duration Model,-47.23837144914086,All | AllDays | AllDST
dst,55,NA,NA,Direct Duration Model,-48.27719911648104,All | AllDays | AllDST
dst,56,NA,NA,Direct Duration Model,-49.31602678382127,All | AllDays | AllDST
dst,57,NA,NA,Direct Duration Model,-50.35485445116144,All | AllDays | AllDST
dst,58,NA,NA,Direct Duration Model,-51.39368211850164,All | AllDays | AllDST
dst,59,NA,NA,Direct Duration Model,-52.43250978584184,All | AllDays | AllDST
dst,60,NA,NA,Direct Duration Model,-53.471337453182045,All | AllDays | AllDST
dst,61,NA,NA,Direct Duration Model,-54.51016512052222,All | AllDays | AllDST
dst,62,NA,NA,Direct Duration Model,-55.548992787862446,All | AllDays | AllDST
dst,63,NA,NA,Direct Duration Model,-56.58782045520262,All | AllDays | AllDST
dst,64,NA,NA,Direct Duration Model,-57.62664812254279,All | AllDays | AllDST
dst,65,NA,NA,Direct Duration Model,-58.66547578988298,All | AllDays | AllDST
dst,66,NA,NA,Direct Duration Model,-59.70430345722318,All | AllDays | AllDST
dst,67,NA,NA,Direct Duration Model,-60.743131124563355,All | AllDays | AllDST
