batch,analysis,age_at_sleep,is_weekend_factor,dst_observes,onset_estimate,offset_estimate,derived_duration_hours,derived_midpoint_linear,duration_direct_estimate,duration_direct_minus_derived,midpoint_direct_estimate,midpoint_direct_minus_derived
base,derived_duration_midpoint_age,80,Weekday,NA,-0.5259143549174959,7.679735732967534,8.20565008788503,3.576910689025018,8.051015617977262,-0.15463446990776752,3.600543312118891,0.02363262309387259
base,derived_duration_midpoint_age,80,Weekend,NA,-0.32530640398121524,8.113259651426937,8.438566055408153,3.893976623722861,8.298732649945263,-0.13983340546288936,3.926775663490049,0.03279903976718756
base,derived_duration_midpoint_age,81,Weekday,NA,-0.4914824701134741,7.758627738826532,8.250110208940006,3.633572634356529,8.086187295250365,-0.16392291368964074,3.649973606537666,0.01640097218113645
base,derived_duration_midpoint_age,81,Weekend,NA,-0.30117728929787924,8.165942430656433,8.467119719954312,3.9323825706792768,8.318028644648404,-0.1490910753059076,3.957889042711317,0.02550647203204015
base,derived_duration_midpoint_age,82,Weekday,NA,-0.4556307332440457,7.839752602218509,8.295383335462555,3.692060934487232,8.122112118339393,-0.17327121712316185,3.701127385092449,0.00906645060521782
base,derived_duration_midpoint_age,82,Weekend,NA,-0.2757462156893923,8.220272434999647,8.496018650689038,3.972263109655126,8.337620717401125,-0.15839793328791352,3.990377229554492,0.01811411989936573
base,derived_duration_midpoint_age,83,Weekday,NA,-0.4183591443092105,7.923110323143463,8.341469467452674,3.7523755894171265,8.158790087244343,-0.18267938020833083,3.7540046477832383,0.00162905836611315
base,derived_duration_midpoint_age,83,Weekend,NA,-0.2490131831557545,8.27624966445658,8.525262847612336,4.0136182406504135,8.35750886820342,-0.167753979408916,4.0242402240195725,0.01062198336915898
base,derived_duration_midpoint_age,84,Weekday,NA,-0.3796677033089686,8.008700901601397,8.388368604910365,3.8145165991462138,8.196221201965216,-0.1921474029451495,3.8086053946100362,-0.00591120453617755
base,derived_duration_midpoint_age,84,Weekend,NA,-0.22097819169696564,8.333874119027238,8.554852310724204,4.0564479636651365,8.37769309705529,-0.1771592136689133,4.059478026106563,0.00303006244142522
base,derived_duration_midpoint_age,85,Weekday,NA,-0.3395564102433202,8.096524337592308,8.436080747835629,3.878483963674494,8.234405462502014,-0.2016752853336143,3.864929625572839,-0.01355433810165607
base,derived_duration_midpoint_age,85,Weekend,NA,-0.19164124131302615,8.393145798711613,8.58478704002464,4.100752278699294,8.3981734039567435,-0.1866136360678965,4.096090635815459,-0.00466164288383552
dst,derived_duration_midpoint_age,18,Weekday,DST,0.12441134046698762,7.166231269867429,7.041819929400441,3.645321305167208,7.34397367140236,0.30215374200191913,3.91338677559815,0.2680654704309422
