outcome,outcome_type,batch,model_method,model_file,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,estimate,conf.low,conf.high,day_type
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekend,NA,03,NA,NA,1.91420871201996,1.8623609619803363,1.966056462059583,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekday,NA,04,NA,NA,1.2923306247078732,1.2414350946860793,1.343226154729667,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekend,NA,04,NA,NA,1.935821765027737,1.8839709569851653,1.9876725730703089,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekday,NA,05,NA,NA,1.3013354409360474,1.2504403532188022,1.3522305286532923,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekend,NA,05,NA,NA,1.9448265812559111,1.8929767509795907,1.996676411532232,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekday,NA,06,NA,NA,1.3761243710762048,1.325231007670096,1.4270177344823136,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekend,NA,06,NA,NA,2.0196155113960685,1.9677668061996716,2.0714642165924655,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekday,NA,07,NA,NA,1.417193316306096,1.3662987796277593,1.468087852984433,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekend,NA,07,NA,NA,2.0606844566259603,2.008835395027712,2.1125335182242084,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekday,NA,08,NA,NA,1.3322615094506614,1.2813645134251763,1.3831585054761464,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekend,NA,08,NA,NA,1.9757526497705251,1.923899206222572,2.0276060933184787,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekday,NA,09,NA,NA,1.2583326130367107,1.207431984599171,1.3092332414742505,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekend,NA,09,NA,NA,1.9018237533565747,1.849969669026095,1.9536778376870545,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekday,NA,10,NA,NA,1.2455400835849713,1.1946424611105624,1.29643770605938,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekend,NA,10,NA,NA,1.8890312239048352,1.8371792175820425,1.940883230227628,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekday,NA,11,NA,NA,1.1907600233130031,1.1398551839457314,1.241664862680275,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekend,NA,11,NA,NA,1.834251163632867,1.7823916174714698,1.8861107097942649,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekday,NA,12,NA,NA,1.3792157286600506,1.3283151696816629,1.4301162876384383,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,month_x_weekend,NA,Weekend,NA,12,NA,NA,2.0227068689799146,1.9708518172023688,2.0745619207574606,Weekend
