outcome,outcome_type,batch,model_method,model_file,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,estimate,conf.low,conf.high
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,54,2.920298588969184,2.898831311642075,2.9417658662962927
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,55,2.924918295851777,2.9034103994411264,2.946426192262428
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,56,2.931261486870378,2.9097054667773476,2.952817506963408
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,57,2.939328162024985,2.9177152462944345,2.960941077755536
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,58,2.9491183213156,2.927438341670083,2.9707983009611167
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,59,2.960631964742221,2.938873216566245,2.9823907129181975
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,60,2.9738690923048496,2.95201821761573,2.995719966993969
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,61,2.988829704003485,2.9668715529196756,3.010787855087294
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,62,3.0055137998381274,2.983431364682287,3.0275962349939674
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,63,3.023921379808777,3.001695673957231,3.0461470856603228
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,64,3.0440524439154335,3.021662476503467,3.0664424113274
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,65,3.0659069921580966,3.043329678548827,3.0884843057673663
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,66,3.0894850245367675,3.066695209390735,3.1122748396828
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,67,3.114786541051445,3.0917569327933685,3.1378161493095216
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,68,3.1418115417021295,3.1185128299180342,3.1651102534862248
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,69,3.170560026488821,3.1469608311210004,3.1941592218566415
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,70,3.20103199541152,3.177099008875731,3.2249649819473087
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,71,3.2332274484702253,3.208925464210581,3.2575294327298696
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,72,3.2671463856649376,3.24243847395567,3.291854297374205
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,73,3.302788806995657,3.277636375261927,3.327941238729387
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,74,3.340154712462384,3.314517717142367,3.3657917077824004
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,75,3.379244102065117,3.353081108454464,3.4054070956757703
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,76,3.4200569758038584,3.393325449052437,3.44678850255528
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,77,3.4625933336786057,3.435249665349583,3.489937002007628
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,78,3.5068531756893604,3.478852942896568,3.534853408482153
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,79,3.552836501836122,3.524134542302375,3.581538461369869
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,80,3.600543312118891,3.571093956896711,3.6299926673410705
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,81,3.649973606537666,3.61973073488098,3.680216478194352
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,82,3.701127385092449,3.6700446419753288,3.7322101282095694
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,83,3.7540046477832383,3.7220354498040824,3.785973845762395
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,84,3.8086053946100362,3.775703191242253,3.8415075979778184
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,85,3.864929625572839,3.83104785806191,3.898811393083768
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,18,3.91338677559815,3.8862019529863745,3.9405715982099263
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,19,3.8559457948922673,3.829379126155066,3.882512463629469
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,20,3.800228477781607,3.7742350659153248,3.826221889647889
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,21,3.746234824266168,3.720770767804016,3.77169888072832
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,22,3.6939648343459512,3.668987354994812,3.7189423136970903
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,23,3.643418508020956,3.618886107513138,3.667950908528774
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,24,3.594595845291183,3.5704685086270787,3.618723181955287
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,25,3.5474968461566316,3.523736168313243,3.5712575240000204
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,26,3.5021215106173025,3.478690847563325,3.52555217367128
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,27,3.4584698386731954,3.4353344228956737,3.481605254450717
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,28,3.4165418303243102,3.3936689025556497,3.439414758092971
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,29,3.3763374855706476,3.353696339399283,3.398978631742012
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,30,3.3378568044122066,3.315418878767648,3.360294730056765
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,31,3.301099786848987,3.278838662564129,3.323360911133846
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,32,3.26606643288099,3.2439578728082714,3.2881749929537087
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,33,3.232756742508215,3.2107786472546875,3.2547348377617427
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,34,3.2011707157306617,3.179303090120365,3.2230383413409585
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,35,3.1713083525483308,3.1495332349268597,3.193083470169802
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,36,3.1431696529612214,3.1214710535067023,3.1648682524157405
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,37,3.116754616969335,3.0951183889994156,3.1383908449392544
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,38,3.0920632445726697,3.0704769962127476,3.1136494929325917
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,39,3.0690955357712264,3.0475484771259502,3.0906425944165026
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,40,3.047851490565005,3.0263343192420953,3.069368661887915
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,41,3.0283311089540064,3.006835846815034,3.049826371092979
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,42,3.010534390938229,2.989054237740989,3.03201454413547
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,43,2.994461336517674,2.9729905089662014,3.0159321640691465
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,44,2.980111945692341,2.958645527224622,3.0015783641600597
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,45,2.9674862184622297,2.946019984599831,2.9889524523246283
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,46,2.9565841548273406,2.9351144087878667,2.9780539008668145
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,47,2.9474057547876735,2.925929172248892,2.968882337326455
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,48,2.9399510183432285,2.9184644687709076,2.96143756791555
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,49,2.9342199454940054,2.9127203298765587,2.955719561111452
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,50,2.930212536240004,2.9086966215565946,2.9517284509234134
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,51,2.927928790581225,2.906393042480771,2.949464538681679
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,52,2.9273687085176676,2.905809127974404,2.948928289060931
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,53,2.9285322900493327,2.9069442501268945,2.950120329971771
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,54,2.93141953517622,2.909797627947899,2.9530414424045404
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,55,2.9360304438983285,2.9143683018656947,2.957692585930962
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,56,2.942365016215659,2.9206551774926637,2.964074854938654
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,57,2.9504232521282123,2.9286570054111367,2.972189498845288
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,58,2.960205151635987,2.9383724003580314,2.9820379029139428
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,59,2.971710714738984,2.9497998227764115,2.993621606701556
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,60,2.984939941437202,2.9629376264085368,3.0069422564658685
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,61,2.9998928317306435,2.97778404538666,3.022001618074627
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,62,3.0165693856193063,2.994337223645326,3.0388015475932866
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,63,3.034969603103191,3.012595202708072,3.0573440034983106
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,64,3.055093484182298,3.032555954633989,3.077631013730607
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,65,3.076941028856627,3.0542174378968876,3.0996646198163664
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,66,3.1005122371261775,3.0775775402885297,3.1234469339638253
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,67,3.1258071089909505,3.1026341817444183,3.1489800362374827
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,68,3.152825644450945,3.129385291671753,3.176265997230137
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,69,3.181567843506162,3.1578288588135224,3.2053068281988017
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,70,3.2120337061566007,3.187962894011048,3.2361045183021533
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,71,3.244223232402262,3.2197855582453823,3.268660906559142
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,72,3.278136422243145,3.2532950568299963,3.302977787656294
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,73,3.3137732756792495,3.28848978761215,3.339056763746349
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,74,3.351133792710576,3.325368219039372,3.3768993663817803
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,75,3.390217973337125,3.363929022339015,3.416506924335235
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,76,3.4310258175588957,3.404171008224101,3.4578806268936906
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,77,3.4735573253758885,3.4460931679209845,3.5010214828307924
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,78,3.5178124967881033,3.489694592850221,3.5459304007259855
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,79,3.56379133179554,3.5349745897332485,3.5926080738578317
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,80,3.6114938303981994,3.5819326159829803,3.6410550448134185
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,81,3.66091999259608,3.6305682290404104,3.69127175615175
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,82,3.7120698183891823,3.680881114635754,3.7432585221426113
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,83,3.764943307777507,3.732871120196259,3.797015495358756
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,84,3.819540460761054,3.786538176925031,3.8525427445970775
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,age_main,NA,NA,NA,NA,NA,85,3.875861277339822,3.8418823455656734,3.909840209113971
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,18,7.149202131617118,7.120425686736702,7.177978576497534
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,19,7.089656970431435,7.0617080894572855,7.117605851405585
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,20,7.032344666778731,7.005167704767577,7.059521628789885
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,21,6.977265220659005,6.95080512384366,7.00372531747435
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,22,6.924418632072259,6.898621156866873,6.950216107277645
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,23,6.87380490101849,6.848616850466813,6.8989929515701665
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,24,6.8254240274977,6.800793496492042,6.850054558503358
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,25,6.779276011509889,6.755152632418289,6.80339939060149
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,26,6.735360853055058,6.711696041467435,6.759025664642681
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,27,6.693678552133204,6.670425736060189,6.71693136820622
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,28,6.65422910874433,6.631343945563241,6.677114271925419
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,29,6.617012522888434,6.594453084010984,6.639571961765884
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,30,6.582028794565517,6.5597557258381345,6.604301863292899
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,31,6.549277923775578,6.527254563946483,6.571301283604672
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,32,6.518759910518619,6.49695237659243,6.540567444444807
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,33,6.490474754794637,6.468851980855895,6.5120975287333795
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,34,6.464422456603636,6.442956198229081,6.4858887149781905
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,35,6.440603015945612,6.4192678099423794,6.461938221948845
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,36,6.419016432820567,6.397789525212314,6.44024334042882
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,37,6.399662707228501,6.378523943625943,6.420801470831059
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,38,6.382541839169414,6.36147352986761,6.403610148471217
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,39,6.367653828643305,6.346640584789073,6.388667072497537
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,40,6.354998675650175,6.334027228141143,6.375970123159207
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,41,6.3445763801900235,6.323635377791703,6.365517382588344
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,42,6.336386942262852,6.315466740070555,6.357307144455149
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,43,6.3304303618686575,6.309522796525613,6.351337927211702
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,44,6.326706639007443,6.305804798362529,6.347608479652357
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,45,6.325215773679206,6.3043137602861545,6.346117787072258
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,46,6.325957765883949,6.305050457025398,6.3468650747425
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,47,6.32893261562167,6.308015421437567,6.349849809805773
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,48,6.33414032289237,6.313208943876217,6.355071701908524
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,49,6.341580887696049,6.3206310716564955,6.362530703735602
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,50,6.351254310032706,6.330281609508788,6.3722270105566245
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,51,6.363160589902342,6.3421601222411725,6.384161057563511
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,52,6.3772997273049565,6.356265935478604,6.398333519131309
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,53,6.39367172224055,6.3725981403526974,6.414745304128403
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,54,6.412276574709122,6.391155596725989,6.433397552692256
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,55,6.4331142847106735,6.411936940829231,6.454291628592116
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,56,6.456184852245204,6.434940590623311,6.477429113867096
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,57,6.481488277312712,6.460164759656026,6.502811794969398
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,58,6.509024559913199,6.487607465599852,6.5304416542265455
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,59,6.538793700046665,6.517266550315295,6.560320849778035
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,60,6.570795697713109,6.5491396954321,6.592451699994118
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,61,6.605030552912533,6.583224448863902,6.626836656961164
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,62,6.641498265644935,6.619518247067564,6.663478284222306
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,63,6.680198835910316,6.658018449636862,6.70237922218377
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,64,6.721132263708675,6.698722366530557,6.743542160886793
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,65,6.764298549040014,6.741627299414052,6.786969798665975
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,66,6.80969769190433,6.786730571064874,6.832664812743786
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,67,6.857329692301626,6.8340295695945334,6.880629815008718
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,68,6.9071945502319005,6.88352177647373,6.930867323990071
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,69,6.9592922656951535,6.935204807608305,6.983379723782002
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,70,7.0136228386913855,6.989076435036896,7.038169242345875
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,71,7.070186269220596,7.045134620004726,7.095237918436466
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,72,7.128982557282785,7.103377524554985,7.154587590010585
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,73,7.190011702877953,7.1638035322164875,7.216219873539419
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,74,7.2532737060061,7.226411250371803,7.280136161640397
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,75,7.3187685666672255,7.29119951083416,7.346337622500291
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,76,7.38649628486133,7.358167366369066,7.414825203353595
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,77,7.456456860588413,7.427314083459685,7.485599637717141
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,78,7.528650293848474,7.498639121821672,7.558661465875277
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,79,7.603076584641515,7.572142128816717,7.634011040466314
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,80,7.679735732967534,7.647822906560624,7.711648559374444
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,81,7.758627738826532,7.725681406674869,7.7915740709781955
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,82,7.839752602218509,7.805717701582719,7.873787502854299
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,83,7.923110323143463,7.887931964652551,7.958288681634376
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,age_main,NA,NA,NA,NA,NA,84,8.008700901601397,7.972324457238217,8.045077345964579
