outcome,outcome_type,batch,model_method,model_file,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,estimate,conf.low,conf.high
offset,ClockTime,dst,REML,offset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,81,7.7743519667711265,7.741324312211827,7.807379621330426
offset,ClockTime,dst,REML,offset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,81,7.427199308958953,7.363765487289342,7.490633130628565
offset,ClockTime,dst,REML,offset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,82,7.85546587941277,7.82135239919046,7.889579359635079
offset,ClockTime,dst,REML,offset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,82,7.508313221600597,7.444307761224516,7.572318681976678
offset,ClockTime,dst,REML,offset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,83,7.938812954653382,7.903558716225416,7.974067193081347
offset,ClockTime,dst,REML,offset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,83,7.591660296841209,7.527040094307412,7.656280499375005
offset,ClockTime,dst,REML,offset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,84,8.02439319249296,7.987943520019262,8.06084286496666
offset,ClockTime,dst,REML,offset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,84,7.677240534680787,7.611960967768336,7.742520101593239
offset,ClockTime,dst,REML,offset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,85,8.112206592931509,8.074507136641332,8.149906049221686
offset,ClockTime,dst,REML,offset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,85,7.765053935119336,7.699068933825436,7.831038936413235
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,18,0.12441134046698762,0.09580001682027724,0.153022664113698
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,18,-0.12800469505364867,-0.19065338162542983,-0.06535600848186748
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,19,0.07079897087584555,0.0429300820071601,0.098667859744531
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,19,-0.18161706464479072,-0.24393249278252135,-0.1193016365070601
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,20,0.01860664519167779,-0.00857158191501912,0.0457848722983747
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,20,-0.2338093903289585,-0.29582129149527864,-0.17179748916263837
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,21,-0.03216563658551566,-0.05870417214278112,-0.00562710102825019
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,21,-0.28458167210615193,-0.34631813359876745,-0.22284521061353643
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,22,-0.08151787445573472,-0.10746667896094546,-0.05556906995052398
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,22,-0.333933909976371,-0.3954213797145746,-0.2724464402381675
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,23,-0.12945006841897944,-0.15485787994470546,-0.10404225689325344
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,23,-0.3818661039396158,-0.44312940239002024,-0.3206028054892112
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,24,-0.1759622184752499,-0.2008763390883965,-0.1510480978621033
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,24,-0.4283782539958862,-0.48944059385584265,-0.36731591413592973
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,25,-0.221054324624546,-0.2455204106875434,-0.19658823856154856
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,25,-0.4734703601451823,-0.5343533718284914,-0.4125873484618732
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,26,-0.2647263868668678,-0.2887882503728859,-0.24066452336084967
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,26,-0.5171424223875041,-0.5778661866590606,-0.45641865811594745
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,27,-0.30697840520221514,-0.33067783043844506,-0.2832789799659852
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,NoDST,27,-0.5593944407228515,-0.6199775279406773,-0.49881135350502576
onset,ClockTime,dst,REML,onset_poly_interact_04_5_dst_REML.rds,age_x_dst,NA,NA,NA,NA,DST,28,-0.3478103796305883,-0.37118696180069743,-0.3244337974604792
